Longitude,Latitude,Name,Description,House,Address,Tags,Category
103.9890776,1.360340997,Burger King - Jewel,Jewel Changi Airport,78,Airport Boulevard,Fastfood,Eats
103.7053082,1.339364021,Burger King - Jurong Point,Jurong Point,63,Jurong West Central 3,Fastfood,Eats
103.8376124,1.373007499,Burger King - Kebun Baru Community Club,Kebun Baru Community Club,216,Ang Mo Kio Avenue 4,Fastfood,Eats
103.8620059,1.308326996,Burger King - Kitchener Complex,Kitchener Complex,809,"French Road, #01-31",Fastfood,Eats
103.8761527,1.302221771,Burger King - Leisure Park Kallang,Leisure Park Kallang,5,Stadium Walk,Fastfood,Eats
103.7837092,1.336675729,Burger King - Link @ 896,Link @ 896,896,Dunearn Road,Fastfood,Eats
103.9646178,1.367000538,Burger King - Loyang Point,Loyang Point,258,Pasir Ris Street 21,Fastfood,Eats
103.8533493,1.280227673,Burger King - Marina Bay Link Mall,Marina Bay Link Mall,8A,Marina Boulevard,Fastfood,Eats
103.8570073,1.291455259,Burger King - Marina Square,Marina Square,6,Raffles Boulevard,Fastfood,Eats
103.7797469,1.433512529,Burger King - Marsiling Mall,Marsiling Mall,4,Woodlands Street 12,Fastfood,Eats
103.8717045,1.350438172,Burger King - NEX,NEX,23,Serangoon Central,Fastfood,Eats
103.784084,1.292774313,Burger King - One @ Kent Ridge,One @ Kent Ridge,1,Lower Kent Ridge Road,Fastfood,Eats
103.962987,1.335696839,Burger King - Park Avenue Changi,Park Avenue Changi,2,Changi Business Park Avenue 1,Fastfood,Eats
103.9051136,1.301191307,Burger King - Parkway Parade,Parkway Parade,80,Marine Parade Road,Fastfood,Eats
103.8717045,1.350438172,Burger King - Pasir Ris Sports Centre,Pasir Ris Sports Centre,120,Pasir Ris Central,Fastfood,Eats
103.8925506,1.31867575,Burger King - Paya Lebar Square,Paya Lebar Square,60,Paya Lebar Rd,Fastfood,Eats
103.8450476,1.300747543,Burger King - Plaza Singapura,Plaza Singapura,68,Orchard Road,Fastfood,Eats
103.8470778,1.332188115,Burger King - HDB Hub,HDB Hub,530,Lorong 6 Toa Payoh,Fastfood,Eats
103.9316206,1.326984988,Burger King - Heartbeat @Bedok,Heartbeat @Bedok,11,Bedok North Street 1,Fastfood,Eats
103.8944805,1.314692127,Gelare - KINEX Mall,KINEX Mall,11,Tanjong Katong Road,Cafés,Eats
103.7062787,1.335007217,Gelare - SAFRA Jurong,SAFRA Jurong,333,Boon Lay Way,Cafés,Eats
103.9450195,1.35431556,Gelare - Tampines One,Tampines One,10,Tampines Central 1,Cafés,Eats
103.7882145,1.306848818,Gelare - The Star Vista,The Star Vista,1,Vista Exchange Green,Cafés,Eats
103.922103,1.32365172,Gelare - Viva Business Park,Viva Business Park,750,Chai Chee Road,Cafés,Eats
103.9019882,1.406536107,Gelare - Waterway Point,Waterway Point,83,Punggol Central,Cafés,Eats
103.749022,1.35018916,Gelare - West Mall,West Mall,1,Bukit Batok Central Link,Cafés,Eats
103.8364202,1.429918063,Gelare - Yishun Complex 10,Yishun Complex 10,51,Yishun Central 1,Cafés,Eats
103.845389,1.321715977,Kaffe & Toast - TTSH,Tan Tock Seng Hospital,11,Jalan Tan Tock Seng,Cafés,Eats
103.8930013,1.394299412,Kaffe & Toast - SKH,Sengkang General Hospital,110,Sengkang E Way,Cafés,Eats
103.8359544,1.278632602,Kaffe & Toast - NHC,National Heart Centre,5,Hospital Drive,Cafés,Eats
103.8307218,1.279939682,Kaffe & Toast - SGH,Singapore General Hospital (SGH),4,Outram Road,Cafés,Eats
103.8466501,1.310448527,Ma Mum - KKH,KK Women's and Children's Hospital (KKH),100,Bukit Timah Road,Cafés,Eats
103.8789553,1.327220427,Sunrise Cafetaria,Hor Kew Building,66,Kallang Pudding Road,Cafés,Eats
103.8564218,1.311305165,Old Town White Coffee - City Square Mall,City Square Mall,180,Kitchener Road,Cafés,Eats
103.7062787,1.335007217,Old Town White Coffee - Safra Jurong,Safra Jurong,333,Boon Lay Way,Cafés,Eats
103.8438921,1.320429661,Old Town White Coffee - Square 2,Square 2,10,Sinaran Drive,Cafés,Eats
103.7401767,1.333268187,Old Town White Coffee - J Cube,J Cube,2,Jurong East Central,Cafés,Eats
103.7064609,1.339830153,Old Town White Coffee - Jurong Point,Jurong Point,1,Jurong West Central 2,Cafés,Eats
103.8944805,1.314692127,Old Town White Coffee - One KM,One KM,11,Tanjong Katong Road,Cafés,Eats
103.8727507,1.303843268,Old Town White Coffee - Kallang Wave Mall,Kallang Wave Mall,1,Stadium Place,Cafés,Eats
103.8576755,1.294879041,Old Town White Coffee - Suntec City Mall,Suntec City Mall,3,Temasek Boulevard,Cafés,Eats
103.8554112,1.299113161,BreadTalk - Bugis Junction,Bugis Junction,200,Victoria St,Cafés,Eats
103.7856887,1.436007845,BreadTalk - Causeway Point,Causeway Point,1,Woodlands Square,Cafés,Eats
103.8541735,1.292777723,BreadTalk - CityLink,CityLink Mall,1,Raffles Link,Cafés,Eats
103.8397589,1.301978045,BreadTalk - The Centrepoint,The Centrepoint,176,Orchard Road,Cafés,Eats
103.8564218,1.311305165,BreadTalk - CitySquare,City Square Mall,180,Kitchener Road,Cafés,Eats
103.8484776,1.350239427,BreadTalk - Junction 8,Junction 8 Shopping Centre,9,Bishan Place,Cafés,Eats
103.7053082,1.339364021,BreadTalk - Jurong Point,Jurong Point Shopping Centre,63,Jurong West Central 3,Cafés,Eats
103.8357765,1.42969848,BreadTalk - North Point,North Point,930,Yishun Ave 2,Cafés,Eats
103.8436568,1.320211,BreadTalk - Novena Square,Novena Square,238,Thomson Rd,Cafés,Eats
103.8352403,1.303723214,BreadTalk - Paragon,Paragon,290,Orchard Rd,Cafés,Eats
103.9051136,1.301191307,BreadTalk - Parkway Parade,Parkway Parade,80,Marine Parade Road,Cafés,Eats
103.8450476,1.300747543,BreadTalk - Plaza Singapura,Plaza Singapura,68,Orchard Rd,Cafés,Eats
103.8527683,1.293760279,BreadTalk - Raffles City,Raffles City Shopping Centre,252,North Bridge Road,Cafés,Eats
103.8470778,1.332188115,BreadTalk - Toa Payoh HDB Hub,HDB Hub,530,Lorong 6 Toa Payoh,Cafés,Eats
103.8215893,1.263895802,BreadTalk - Vivo City,Vivo City,1,1 Harbourfront Walk,Cafés,Eats
103.819459,1.256573486,BreadTalk - Resort World Sentosa,Resorts World Sentosa,26,Sentosa Gateway,Cafés,Eats
103.8717045,1.350438172,BreadTalk - Serangoon NEX,NEX,23,Serangoon central,Cafés,Eats
103.8533493,1.280227673,BreadTalk - Marina Bay Link Mall,Marina Bay Link Mall,8A,Marina Boulevard,Cafés,Eats
103.8376844,1.301385095,BreadTalk - 313 Somerset,313 @Somerset,313,Orchard Road,Cafés,Eats
103.7642482,1.314853218,BreadTalk - Clementi Mall,The Clementi Mall,3155,Commonwealth Avenue West,Cafés,Eats
103.9623893,1.334325156,BreadTalk - Changi City Point,Changi City Point,5,Changi Business Park Central 1,Cafés,Eats
103.9050439,1.305223056,BreadTalk - 112 Katong,112 Katong,112,East Coast Road,Cafés,Eats
103.8186256,1.262063364,BreadTalk - Singapore Cruise Centre,Harbourfront Centre,1,Maritime Square,Cafés,Eats
103.7950987,1.331047153,BreadTalk - Sixth Avenue,Sixth Avenue,8,Sixth Avenue,Cafés,Eats
103.8446971,1.284998828,BreadTalk - Chinatown point,Chinatown point,133,New Bridge Road,Cafés,Eats
103.8464765,1.327084845,BreadTalk - Zhongshan Park,ZhongShan Mall,20,Ah Hood Road,Cafés,Eats
103.988751,1.35519094,Soup Restaurant - Changi Airport T2,Changi Airport Terminal 2 Viewing Mall,,Airport Boulevard,Cafés,Eats
103.7642482,1.314853218,Soup Restaurant - Clementi Mall,Clementi Mall,3155,Commonwealth Ave West,Cafés,Eats
103.89498,1.39209415,Soup Restaurant - Compass One,Compass One,1,Sengkang Square,Cafés,Eats
103.7961052,1.310529774,Soup Restaurant - Holland Village,Holland Village,118,Holland Avenue,Cafés,Eats
103.8936616,1.372311856,Soup Restaurant - Hougang Mall,Hougang Mall,90,Hougang Avenue 10,Cafés,Eats
103.9890776,1.360340997,Soup Restaurant - Jewel Changi Airport,Jewel Changi Airport,78,Aiport Boulevard,Cafés,Eats
103.7064609,1.339830153,Soup Restaurant - Jurong Point,Jurong Point,1,Jurong West Central 2,Cafés,Eats
103.8717045,1.350438172,Soup Restaurant - NEX,NEX,23,Serangoon Central,Cafés,Eats
103.8352403,1.303723214,Soup Restaurant - Paragon,Paragon,290,Orchard Road,Cafés,Eats
103.8576755,1.294879041,Soup Restaurant - Suntec City,Suntec City,3,Temasek Avenue,Cafés,Eats
103.8434632,1.31733463,Soup Restaurant - United Square,United Square,101,Thomson Road,Cafés,Eats
103.8215893,1.263895802,Soup Restaurant - VivoCity,VivoCity,1,Harbourfront Walk,Cafés,Eats
103.9437277,1.352278032,TEAHOUSE By Soup Restaurant - Century Square,Century Square,2,Tampines Central 5,Cafés,Eats
103.9897073,1.362491004,TEAHOUSE By Soup Restaurant - Changi Airport T1,Changi Airport T1 Viewing Mall,80,Changi Boulevard,Cafés,Eats
103.7467345,1.334898437,TEAHOUSE By Soup Restaurant - IMM,IMM,2,Jurong East Street 21,Cafés,Eats
103.830642,1.304676283,Pistachio - Wheelock Place,Wheelock Place,501,Orchard Road,Restaurants,Eats
103.8511636,1.278846239,Wheat - Asia Square,Asia Square,8,Marina View,Restaurants,Eats
103.8507952,1.278307291,Wheat - Marina One,Marina One,5,Straits View,Restaurants,Eats
103.8457032,1.275735681,Wheat - International Plaza,International Plaza,191,Anson Road,Restaurants,Eats
103.8513798,1.284333921,Wheat - One Raffles Place,One Raffles Place,1,Raffles Place,Restaurants,Eats
103.8527683,1.293760279,Wheat - Raffles City,Raffles City,252,North Bridge Road,Restaurants,Eats
103.8554112,1.299113161,Seoul Garden - Bugis Junction,Bugis Juction,200,Victoria Street,Restaurants,Eats
103.9623893,1.334325156,Seoul Garden Hotpot - Changi City Point,Changi City Point,5,Changi Business Park Central 1,Restaurants,Eats
103.9292677,1.324772068,Seoul Garden Hotpot - Bedok Mall,Bedok Mall,311,New Upper Changi Road,Restaurants,Eats
103.7467345,1.334898437,Seoul Garden Hotpot - IMM,IMM Building,2,Jurong East Street 21,Restaurants,Eats
103.8357765,1.42969848,Seoul Garden Hotpot - Northpoint City,Northpoint City,930,Yishun Ave 2,Restaurants,Eats
103.8186256,1.262063364,Seoul Garden Hotpot - Harbourfront Centre,Harbourfront Centre,1,Maritime Square,Restaurants,Eats
103.7053082,1.339364021,Seoul Garden Hotpot - Jurong Point,Jurong Point - JP2,63,Jurong West Central 3,Restaurants,Eats
103.8364622,1.31195053,The Dining Hall,Sheraton Towers Singapore,39,Scotts Road,Restaurants,Eats
103.8484776,1.350239427,Prata Wala - Junction 8,Junction 8 Shopping Centre,9,Bishan Place,Restaurants,Eats
103.7053082,1.339364021,Prata Wala - Jurong Point,Jurong Point,63,Jurong West Central 3,Restaurants,Eats
103.8717045,1.350438172,Prata Wala - NEX,Nex Mall,23,Serangoon Central,Restaurants,Eats
103.8357765,1.42969848,Prata Wala - Northpoint,Northpoint Mall,930,Yishun Avenue 2,Restaurants,Eats
103.944388,1.352672316,Prata Wala - Tampines Mall,Tampines Mall,4,Tampines Central 5,Restaurants,Eats
103.8510394,1.324291281,Founder Bak Kut Teh - New Orchid Hotel,New Orchid Hotel,347,Balestier Road,Restaurants,Eats
103.8602667,1.305713227,Founder Bak Kut Teh - Hotel Boss,Hotel Boss,500,Jalan Sultan,Restaurants,Eats
103.8561294,1.298834995,Founder Bak Kut Teh - North Bridge Road,North Bridge Road,530,North Bridge Road,Restaurants,Eats
103.9535991,1.377140734,Founder Bak Kut Teh - E! Avenue,Market Square @ Downtown East E! Avanue,1,Pasir Ris Close,Restaurants,Eats
103.8486561,1.2812895,A Poke Theory - Boon Tat Street,Boon Tat Street,,Boon Tat Street,Restaurants,Eats
103.8578595,1.299162956,A Poke Theory - Duo Galleria,Duo Galleria,,Fraser Street,Restaurants,Eats
103.784084,1.292774313,A Poke Theory - One @ KentRidge,One @ KentRidge,,Lower Kent Ridge Road,Restaurants,Eats
103.8528448,1.277372343,A Poke Theory - The Heart,The Heart,,Straits View,Restaurants,Eats
103.8436568,1.320211,A Poke Theory - Velocity,Velocity,,Thomson Road,Restaurants,Eats
103.8372865,1.300212928,A Poke Theory - TripleOne Somerset,TripleOne Somerset,,Somerset Road,Restaurants,Eats
103.8592238,1.302880125,Warong Nasi Pariaman - North Bridge Road,North Bridge Road,738,North Bridge Road,Restaurants,Eats
103.8483992,1.369248913,BreadTalk - Ang Mo Kio,AMK Hub,53,Ang Mo Kio Ave 3,Bakeries,Eats
103.8760677,1.391393058,Burger King - Seletar Mall,Seletar Mall,33,Sengkang West Avenue,Fastfood,Eats
103.8244951,1.441767148,Burger King - Sembawang Shopping Centre,Sembawang Shopping Centre,604,Sembawang Road,Fastfood,Eats
103.8850799,1.359496643,Sushi Express Heartland Mall,Heartland Mall,205,Hougang Street 21,Restaurants,Eats
103.9497157,1.372449816,Sushi Express Whitesands,Whitesands,1,Pasir Ris Central Street 3,Restaurants,Eats
103.9396836,1.353496155,Sushi Express Our Tampines Hub,Our Tampines Hub,51,Tampines Avenue 4,Restaurants,Eats
103.9019882,1.406536107,Sushi Express Waterway Point,Waterway Point,83,Punggol Central,Restaurants,Eats
103.9316206,1.326984988,Sushi Express Heartbeat Bedok,Kampong Chai Chee Community Centre,11,Bedok North Street 1,Restaurants,Eats
103.8541735,1.292777723,Sushi Express Citylink Mall,Citylink Mall,1,Raffles Link,Restaurants,Eats
103.8376844,1.301385095,Sushi Express 313 Somerset,313@Somerset,313,Orchard Road,Restaurants,Eats
103.742586,1.334025287,Sushi Express Westgate,Westgate,6,Gateway Drive,Restaurants,Eats
103.7467345,1.334898437,Sushi Express IMM,IMM,2,Jurong East Street 21,Restaurants,Eats
103.7053082,1.339364021,Sushi Express Jurong Point,Jurong Point 2,63,Jurong West Central 3,Restaurants,Eats
103.6780964,1.324606646,Sushi Express Fairprice Hub,Fairprice Hub,1,Joo Koon Circle,Restaurants,Eats
103.7465581,1.397301904,Sushi Express Yew Tee Point,Yew Tee Point,21,Choa Chu Kang North 6,Restaurants,Eats
103.7627412,1.378349713,Sushi Express Hillion Mall,Hillion Mall,17,Petir Road,Restaurants,Eats
103.8194621,1.448226532,Sushi Express Sun Plaza,Sun Plaza,30,Sembawang Drive,Restaurants,Eats
103.8360921,1.428035845,Sushi Express Northpoint City,Northpoint City,1,Northpoint Drive,Restaurants,Eats
103.7860668,1.436819624,Sushi Takeout Woodlands Exchange,Woodlands Exchange,30,Woodlands Avenue 2,Restaurants,Eats
103.7650976,1.31423131,Sushi Takeout Grantral Mall,Grantral Mall,3151,Commonwealth Avenue West,Restaurants,Eats
103.8112552,1.464311677,Stovve - Senoko,Foodaxis @ Senoko,1,Senoko Avenue,Restaurants,Eats
103.9535991,1.377140734,Hei Sushi - Downtown East,Downtown East,1,Pasir Ris Close,Restaurants,Eats
103.7467345,1.334898437,Hei Sushi - IMM,IMM Building,2,Jurong East Street 21,Restaurants,Eats
103.8244951,1.441767148,Hei Sushi - Sembawang Shopping Centre,Sembawang Shopping Centre,604,Sembawang Road,Restaurants,Eats
103.8894235,1.334899535,Hei Sushi - Tai Seng,Sakae Building,28,Tai Seng Street,Restaurants,Eats
103.7200227,1.373626409,Xerone Solutions - Home Team Academy,Home Team Academy,501,Old Chua Chu Kang Road,Restaurants,Eats
103.9315349,1.321936714,Xerone Solutions - Panasonic Singapore,Panasonic Singapore,202,Bedok South Avenue 1,Restaurants,Eats
103.9050439,1.305223056,ABC 112 Katong Mall,112 Katong Mall,112,East Coast Road,Restaurants,Eats
103.852356,1.323471198,ABC Balestier Road,ABC Balestier Road,312,Balestier Road,Restaurants,Eats
103.8384081,1.297968,ABC Killiney Road,ABC Killiney Road,118,Killiney Road,Restaurants,Eats
103.7912375,1.306245563,ABC The Metropolis,The Metropolis,9,North Buona Vista Drive,Restaurants,Eats
103.8507952,1.278307291,ABC Asia Square Tower 2,Asia Square Tower 2,12,Marina View,Restaurants,Eats
103.8215893,1.263895802,ABC Vivocity,VivoCity,1,HarbourFront Walk,Restaurants,Eats
103.9897073,1.362491004,Burger King - Airport Terminal 1,Terminal 1 Singapore Changi Airport,80,"Airport Boulevard, Viewing Mall East",Fastfood,Eats
103.9897073,1.362491004,"Burger King - Airport Terminal 1 Dep,Transit",Terminal 1 Singapore Changi Airport,81,"Airport Boulevard, Departure,Transit Lounge West, Mezzanine Level",Fastfood,Eats
103.9851697,1.354370736,Burger King - Airport Terminal 3 Transit,Changi Airport Terminal 3,65,"Airport Boulevard, Departure,Transit Lounge North, Mezzanine Level",Fastfood,Eats
103.9834828,1.338008134,Burger King - Airport Terminal 4 Transit,Changi Airport Terminal 4,30,"Airport Boulevard, Departure,Transit Lounge, Level 2 Mezzanine",Fastfood,Eats
103.801127,1.273676578,Burger King - Alexendra Retail Centre,PSA Building,460,Alexandra Road,Fastfood,Eats
103.8483992,1.369248913,Burger King - AMK Hub,AMK Hub,53,Ang Mo Kio Avenue 3,Fastfood,Eats
103.8552801,1.300433187,Burger King - Bugis Village,Bugis Village,241,Victoria Street,Fastfood,Eats
103.7581958,1.348987388,Burger King - Bukit Batok East Community Club,Bukit Batok East Community Club,23,Bukit Batok East Avenue 4,Fastfood,Eats
103.7639619,1.380517328,Burger King - Bukit Panjang Plaza,Bukit Panjang Plaza,1,Jelebu Road,Fastfood,Eats
103.8525381,1.302229515,Burger King - Burlington Square,Burlington Square,175,Bencoolen Street,Fastfood,Eats
103.851262,1.29307884,Burger King - Capitol Singapore,Capitol Piazza,13,Stamford Road,Fastfood,Eats
103.8364297,1.301521016,Burger King - Cathay Cineleisure,Cathay Cineleisure Orchard,8,Grange Road,Fastfood,Eats
103.89498,1.39209415,Burger King - Compass One,Compass One,1,Sengkang Square,Fastfood,Eats
103.6780964,1.324606646,Burger King - Fairprice Hub,Fairprice Hub,1,Joo Koon Circle,Fastfood,Eats
103.6780964,1.324606646,Burger King - Fuchun CC,Fuchun CC,1,Woodlands Street 31,Fastfood,Eats
103.8570073,1.291455259,Seoul Garden - Marina Square,Marina Suare,6,Raffles Boulevard,Fastfood,Eats
103.944388,1.352672316,Seoul Garden - Tampines Mall,TampinesMall,4,Tampines Central,Restaurants,Eats
103.8357765,1.42969848,Seoul Garden - Northpoint City,Northpoit City,930,Yishun Avenue 2,Restaurants,Eats
103.8717045,1.350438172,Seoul Garden - NEX,NEX,23,Serangoon Central,Restaurants,Eats
103.8186256,1.262063364,Seoul Garden - Harbourfront Centre,Harbourfont Centre,1,Maritime Square,Restaurants,Eats
103.7053082,1.339364021,Seoul Garden - Jurong Point,Jurong Point,63,Jurong West Central 3,Restaurants,Eats
103.8576755,1.294879041,Golden Class ®Suntec,Suntec City Mall,3,Tamasek Boulevard,Restaurants,Eats
103.8215893,1.263895802,Golden Class ®Vivo,VivoCity,1,Harbourfront Walk,Restaurants,Eats
103.9050439,1.305223056,"Golden Class ®Katong (Close for 1 year, from 1 March 2020 onwards)",112 Katong,112,East Coast Road,Restaurants,Eats
103.8317579,1.293802346,Golden Class ®Grand,Great World City,1,Kim Seng Promenade,Restaurants,Eats
103.8927244,1.317523841,Hokey Poki - Paya Lebar Quarter Mall,Paya Lebar Quarter Mall,10,Paya Lebar Rd,Restaurants,Eats
103.9623893,1.334325156,Idaten Udon - Changi City Point,Changi City Point,5,Changi Business Park Central 1,Restaurants,Eats
103.8541735,1.292777723,Idaten Udon - Citylink Mall,Citylink Mall,1,Raffles Link,Restaurants,Eats
103.7467345,1.334898437,Idaten Udon - IMM,IMM,2,Jurong East Street 21,Restaurants,Eats
103.8717045,1.350438172,Idaten Udon - NEX,NEX,23,Serangoon Central,Restaurants,Eats
103.9450195,1.35431556,Idaten Udon - Tampines 1,Tampines 1,10,Tampines Central 1,Restaurants,Eats
103.8505526,1.279294905,Kebabs Faktory - One Shenton Way,One Shenton Way,1,Shenton Way,Restaurants,Eats
103.7873459,1.297379656,Kebabs Faktory - Ayer Rajah,Launchpad,73A,Ayer Rajah Crescent,Restaurants,Eats
103.8576291,1.283322493,Punjab Grill - The Shoppes@Marina Bay Sands,Bayfront Avenue,2,Bayfront Avenue,Restaurants,Eats
103.8416008,1.433031973,My Kampung Chicken Rice - Junction 9,Junction 9,18,Yishun Avenue 9,Restaurants,Eats
103.8760677,1.391393058,My Kampung Chicken Rice - The Seletar Mall,The Seletar Mall,33,Sengkang West Avenue,Restaurants,Eats
103.9316206,1.326984988,My Kampung Chicken Rice - Heartbeat @ Bedok,Heartbeat @ Bedok,11,Bedok North Street 1,Restaurants,Eats
103.8007012,1.439916082,My Kampung Chicken Rice - Kampung Admiralty Chicken Rice,Kampung Admiralty Chicken Rice,676,Woodlands Drive 71,Restaurants,Eats
